11.412,19.502
9.243,21.438
10.897,21.358
10.955,18.823
12.671,23.252
8.2295,19.117
11.285,21.24
14.434,19.895
13.176,20.159
9.8156,23.762
9.6892,22.67
9.391,20.151
6.4539,22.807
11.435,23.437
7.0086,19.494
15.161,19.555
7.3089,20.399
10.088,16.697
7.4567,19.744
12.604,15.446
10.105,21.853
10.21,19.672
8.2384,18.204
12.346,21.867
10.219,21.157
7.5831,20.221
8.6563,23.022
6.6632,20.474
10.033,19.771
9.9537,20.088
13.823,17.476
12.925,23.222
10.575,16.839
12.581,18.024
13.74,19.414
12.32,21.141
11.498,19.42
11.209,22.462
7.0601,23.061
7.7057,16.533
8.5049,19.792
7.5379,17.219
10.56,21.546
11.631,24.676
8.5094,15.999
8.2402,20.846
11.706,17.79
9.3602,24.44
10.641,19.982
11.401,20.968
8.5954,17.26
7.2422,22.879
9.2027,23.504
8.9026,16.868
9.5524,20.449
12.259,19.343
6.2985,20.579
11.685,17.385
8.8989,21.117
11.877,17.201
9.7064,20.048
11.145,22.524
9.3485,20.805
10.747,22.242
7.5679,20.867
8.3104,19.957
13.426,18.519
11.67,14.694
9.1247,18.726
11.525,20.478
8.2286,21.537
8.1574,21.502
9.7085,18.845
10.205,21.661
12.721,24.816
11.99,19.816
14.886,23.533
8.7134,20.584
9.4569,17.581
8.3725,18.885
7.9801,22.964
8.3402,21.05
7.1436,23.488
10.038,19.785
10.529,18.963
10.881,17.523
7.9622,21.671
8.8266,19.341
9.5006,18.836
9.5231,22.314
7.8136,18.666
11.814,17.203
11.626,21.296
11.848,18.567
9.9185,18.514
9.3179,23.578
11.025,16.283
11.327,21.743
9.1926,20.161
6.305,19.692
7.6431,21.264
10.475,17.789
9.0702,21.655
11.868,20.584
10.997,22.379
8.83,20.12
14.896,20.793
12.783,19.344
8.743,18.492
8.1577,21.868
7.6568,20.755
11.356,22.202
8.6292,22.058
9.4307,24.505
6.8525,19.161
16.389,19.492
7.3377,17.85
9.3203,18.254
9.9605,19.926
13.887,18.787
7.1217,20.202
10.274,21.645
8.3172,24.112
9.3685,21.19
14.511,22.186
11.039,18.433
11.39,20.956
8.21,19.156
4.4162,17.976
10.211,19.263
4.6391,17.697
4.3234,25.437
12.032,22.629
10.028,19.366
11,22.246
12.854,21.758
8.7389,17.529
8.9851,21.448
13.52,21.712
12.071,24.501
12.078,21.986
9.1347,16.436
10.333,19.374
8.2219,18.725
10.528,21.831
9.894,18.654
9.114,16.379
6.3905,21.817
8.7353,17.287
7.2527,25.747
9.8596,17.59
13.432,22.353
11.344,20.214
11.531,18.514
7.2201,18.726
15.302,19.473
2.6157,22.138
6.4049,18.888
9.7873,21.405
10.377,18.985
6.2608,18.452
10.604,17.735
10.271,19.527
5.5237,17.892
10.376,25.139
9.1982,19.725
6.0502,20.308
13.501,16.622
10.21,19.195
10.193,19.498
5.8355,19.328
9.2385,19.662
11.829,21.267
7.2453,17.877
9.0651,15.355
11.293,23.786
8.1072,22.389
10.534,17.267
11.924,22.396
12.21,14.24
9.8205,23.291
9.5723,24.393
14.921,20.188
5.8507,15.086
7.6218,22.038
12.103,15.761
12.457,15.989
5.3245,20.162
7.7914,17.361
